,Longitude,Latitude,Speed,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
0,-8.388186,51.935604,0,12,5G pro,-99,-15.0,6.0,12.0,-90.0,7,1,D,C,A81B,9CBA,11016972,-100.0,-15.0
1,-8.38847,51.935739,1,12,5G pro,-99,-15.0,6.0,12.0,-90.0,7,1,D,C,A81B,9CBA,11016972,-100.0,-15.0
2,-8.38847,51.935739,1,12,5G pro,-99,-15.0,6.0,12.0,-90.0,0,0,D,C,A81B,9CBA,11016972,-100.0,-15.0
3,-8.38847,51.935739,1,12,5G pro,-102,-14.0,6.0,12.0,-90.0,0,0,D,C,A81B,9CBA,11016972,-99.0,-15.0
4,-8.38847,51.935739,1,12,5G pro,-102,-14.0,6.0,12.0,-90.0,9,12,D,C,A81B,9CBA,11016972,-99.0,-15.0
5,-8.38847,51.935739,1,12,5G pro,-102,-14.0,4.0,12.0,-90.0,0,0,D,C,A81B,9CBA,11016972,-99.0,-14.0
6,-8.38847,51.935739,1,12,5G pro,-102,-14.0,4.0,12.0,-90.0,0,0,I,C,A81B,9CBA,11016972,-99.0,-14.0
7,-8.38847,51.935739,1,12,5G pro,-102,-13.0,4.0,12.0,-90.0,0,0,I,C,A81B,9CBA,11016972,-98.0,-15.0
8,-8.38847,51.935739,1,12,5G pro,-102,-13.0,4.0,12.0,-90.0,0,0,D,C,A81B,9CBA,11016972,-98.0,-15.0
9,-8.38847,51.935739,1,12,5G pro,-102,-13.0,4.0,15.0,-92.0,0,0,D,C,A81B,9CBA,11016972,-98.0,-15.0
10,-8.38847,51.935739,1,12,5G pro,-103,-15.0,-6.0,10.0,-90.0,149,15,D,C,A81B,9CBA,11016972,-99.0,-13.0
11,-8.38847,51.935739,1,12,5G pro,-103,-15.0,-6.0,9.0,,14316,227,D,C,A81B,9CBA,11016972,-99.0,-13.0
12,-8.38847,51.935739,1,12,5G pro,-102,-12.0,6.0,9.0,,10620,99,D,C,A81B,9CBA,11016972,-97.0,-13.0
13,-8.38847,51.935739,1,12,5G pro,-102,-12.0,6.0,9.0,,16739,119,D,C,A81B,9CBA,11016972,-97.0,-13.0
14,-8.38847,51.935739,1,12,5G pro,-101,-11.0,7.0,14.0,,18803,167,D,C,A81B,9CBA,11016972,-99.0,-13.0
15,-8.38847,51.935739,1,12,5G pro,-101,-11.0,7.0,14.0,,8023,107,D,C,A81B,9CBA,11016972,-99.0,-13.0
16,-8.38847,51.935739,1,12,5G pro,-100,-10.0,5.0,14.0,,7399,92,D,C,A81B,9CBA,11016972,-97.0,-16.0
17,-8.38847,51.935739,1,12,5G pro,-100,-10.0,5.0,13.0,-86.0,10045,80,D,C,A81B,9CBA,11016972,-97.0,-16.0
18,-8.38847,51.935739,1,12,5G pro,-101,-11.0,2.0,12.0,-89.0,12042,94,D,C,A81B,9CBA,11016972,-98.0,-17.0
19,-8.38847,51.935739,1,12,5G pro,-101,-11.0,2.0,12.0,-91.0,12772,100,D,C,A81B,9CBA,11016972,-98.0,-17.0
20,-8.38847,51.935739,1,12,5G pro,-99,-14.0,7.0,12.0,-91.0,16067,135,D,C,A81B,9CBA,11016972,-104.0,-13.0
21,-8.38847,51.935739,1,12,5G pro,-99,-14.0,7.0,12.0,-91.0,5862,57,D,C,A81B,9CBA,11016972,-104.0,-13.0
22,-8.38847,51.935739,1,12,5G pro,-98,-12.0,12.0,8.0,-88.0,2,3,D,C,A81B,9CBA,11016972,-97.0,-16.0
23,-8.38847,51.935739,1,12,5G pro,-98,-12.0,12.0,8.0,-88.0,2,3,D,C,A81B,9CBA,11016972,-97.0,-16.0
24,-8.38847,51.935739,1,12,5G pro,-98,-12.0,12.0,12.0,-92.0,39077,623,D,C,A81B,9CBA,11016972,-97.0,-16.0
25,-8.38847,51.935739,1,12,5G pro,-101,-10.0,5.0,12.0,-92.0,35611,180,D,C,A81B,9CBA,11016972,-107.0,-15.0
26,-8.38847,51.935739,1,12,5G pro,-101,-10.0,5.0,12.0,-92.0,22253,144,D,C,A81B,9CBA,11016972,-107.0,-15.0
27,-8.38847,51.935739,1,12,5G pro,-100,-14.0,8.0,12.0,-92.0,27177,154,D,C,A81B,9CBA,11016972,-103.0,-15.0
28,-8.38847,51.935739,1,12,5G pro,-100,-14.0,8.0,10.0,-88.0,23112,176,D,C,A81B,9CBA,11016972,-103.0,-15.0
29,-8.38847,51.935739,1,12,5G pro,-99,-11.0,11.0,5.0,-91.0,11630,118,D,C,A81B,9CBA,11016972,-102.0,-19.0
30,-8.38847,51.935739,1,12,5G pro,-99,-11.0,11.0,11.0,-88.0,9593,99,D,C,A81B,9CBA,11016972,-102.0,-19.0
31,-8.38847,51.935739,1,12,5G pro,-102,-10.0,6.0,11.0,-88.0,10681,99,D,C,A81B,9CBA,11016972,-102.0,-18.0
32,-8.38847,51.935739,1,12,5G pro,-102,-10.0,6.0,12.0,-91.0,16361,117,D,C,A81B,9CBA,11016972,-102.0,-18.0
33,-8.38847,51.935739,1,12,5G pro,-100,-9.0,7.0,12.0,-91.0,17851,145,D,C,A81B,9CBA,11016972,-101.0,-18.0
34,-8.38847,51.935739,1,12,5G pro,-100,-9.0,7.0,13.0,-86.0,18459,162,D,C,A81B,9CBA,11016972,-101.0,-18.0
35,-8.38847,51.935739,1,12,5G pro,-97,-8.0,20.0,14.0,-83.0,0,0,D,C,A81B,9CBA,11016972,-101.0,-8.0
36,-8.38847,51.935739,1,12,5G pro,-97,-8.0,20.0,14.0,-83.0,0,0,D,C,A81B,9CBA,11016972,-101.0,-8.0
37,-8.38847,51.935739,1,12,5G pro,-97,-8.0,20.0,15.0,-80.0,7654,187,D,C,A81B,9CBA,11016972,-101.0,-8.0
38,-8.38847,51.935739,1,12,5G pro,-93,-10.0,9.0,13.0,-82.0,7783,148,D,C,A81B,9CBA,11016972,-99.0,-9.0
39,-8.38847,51.935739,1,12,5G pro,-93,-10.0,9.0,13.0,-82.0,6516,75,D,C,A81B,9CBA,11016972,-99.0,-9.0
40,-8.38847,51.935739,1,12,5G pro,-92,-8.0,12.0,14.0,,9892,83,D,C,A81B,9CBA,11016972,-98.0,-7.0
41,-8.38847,51.935739,1,12,5G pro,-92,-8.0,12.0,14.0,-80.0,13908,132,D,C,A81B,9CBA,11016972,-98.0,-7.0
42,-8.38847,51.935739,1,12,5G pro,-93,-12.0,-5.0,14.0,-80.0,17429,147,D,C,A81B,9CBA,11016972,-98.0,-8.0
43,-8.38847,51.935739,1,12,5G pro,-93,-12.0,-5.0,14.0,-74.0,14486,134,D,C,A81B,9CBA,11016972,-98.0,-8.0
44,-8.38847,51.935739,1,12,5G pro,-87,-15.0,4.0,10.0,-69.0,17712,122,D,C,A81B,9CBA,11016972,-86.0,-5.0
45,-8.38847,51.935739,1,12,5G pro,-87,-15.0,4.0,10.0,,16010,140,D,C,A81B,9CBA,11016972,-86.0,-5.0
46,-8.38837,51.934815,21,12,5G pro,-87,-15.0,4.0,15.0,-71.0,16010,140,D,C,A81B,9CBA,11016972,-86.0,-5.0
47,-8.38837,51.934815,21,12,5G pro,-85,-14.0,6.0,15.0,-71.0,18463,173,D,C,A81B,9CBA,11016972,-88.0,-5.0
48,-8.38837,51.934815,21,12,5G pro,-82,-12.0,10.0,15.0,,5,1,D,C,A81B,9CBA,11016972,-83.0,-7.0
49,-8.38837,51.934815,21,12,5G pro,-82,-12.0,10.0,15.0,-76.0,5,1,D,C,A81B,9CBA,11016972,-83.0,-7.0
50,-8.38837,51.934815,21,12,5G pro,-82,-12.0,10.0,15.0,-76.0,4064,76,D,C,A81B,9CBA,11016972,-83.0,-7.0
51,-8.38837,51.934815,21,12,5G pro,-87,-9.0,12.0,12.0,-72.0,17808,225,D,C,A81B,9CBA,11016972,-86.0,-8.0
52,-8.38837,51.934815,21,12,5G pro,-87,-9.0,12.0,15.0,-74.0,17014,127,D,C,A81B,9CBA,11016972,-86.0,-8.0
53,-8.38837,51.934815,21,12,5G pro,-86,-9.0,10.0,15.0,-72.0,22439,153,D,C,A81B,9CBA,11016972,-89.0,-9.0
54,-8.38837,51.934815,21,12,5G pro,-86,-9.0,10.0,15.0,-72.0,19641,155,D,C,A81B,9CBA,11016972,-89.0,-9.0
55,-8.38837,51.934815,21,12,5G pro,-83,-7.0,24.0,15.0,-72.0,13585,162,D,C,A81B,9CBA,11016972,-86.0,-6.0
56,-8.38837,51.934815,21,12,5G pro,-83,-7.0,24.0,15.0,-67.0,11470,106,D,C,A81B,9CBA,11016972,-86.0,-6.0
57,-8.38837,51.934815,21,12,5G pro,-86,-12.0,6.0,15.0,-73.0,11954,111,D,C,A81B,9CBA,11016972,-85.0,-6.0
58,-8.38837,51.934815,21,12,5G pro,-86,-12.0,6.0,15.0,-71.0,13382,105,D,C,A81B,9CBA,11016972,-85.0,-6.0
59,-8.38837,51.934815,21,12,5G pro,-81,-13.0,25.0,15.0,-71.0,10055,136,D,C,A81B,9CBA,11016972,-87.0,-9.0
60,-8.386865,51.934827,30,12,5G pro,-81,-13.0,25.0,15.0,-71.0,10055,136,D,C,A81B,9CBA,11016972,-87.0,-9.0
61,-8.386865,51.934827,30,12,5G pro,-78,-9.0,11.0,15.0,-71.0,2930,32,D,C,A81B,9CBA,11016972,-88.0,-9.0
62,-8.386865,51.934827,30,12,5G pro,-78,-9.0,11.0,15.0,-71.0,2,2,D,C,A81B,9CBA,11016972,-88.0,-9.0
63,-8.386865,51.934827,30,12,5G pro,-78,-9.0,11.0,15.0,-69.0,2,2,D,C,A81B,9CBA,11016972,-88.0,-9.0
64,-8.386865,51.934827,30,12,5G pro,-80,-8.0,-4.0,14.0,-71.0,13637,244,D,C,A81B,9CBA,11016972,-86.0,-10.0
65,-8.386865,51.934827,30,12,5G pro,-80,-8.0,-4.0,14.0,-71.0,14838,82,D,C,A81B,9CBA,11016972,-86.0,-10.0
66,-8.386865,51.934827,30,12,5G pro,-83,-9.0,16.0,15.0,-74.0,14622,89,D,C,A81B,9CBA,11016972,-90.0,-8.0
67,-8.386865,51.934827,30,12,5G pro,-83,-9.0,16.0,14.0,-72.0,14342,100,D,C,A81B,9CBA,11016972,-90.0,-8.0
68,-8.386865,51.934827,30,12,5G pro,-83,-9.0,15.0,15.0,-68.0,14362,119,D,C,A81B,9CBA,11016972,-89.0,-9.0
69,-8.386865,51.934827,30,12,5G pro,-83,-9.0,15.0,15.0,-70.0,17060,140,D,C,A81B,9CBA,11016972,-89.0,-9.0
70,-8.386865,51.934827,30,12,5G pro,-85,-8.0,17.0,15.0,-70.0,13887,124,D,C,A81B,9CBA,11016972,-84.0,-8.0
71,-8.386865,51.934827,30,12,5G pro,-85,-8.0,17.0,15.0,-70.0,15613,136,D,C,A81B,9CBA,11016972,-84.0,-8.0
72,-8.386865,51.934827,30,12,5G pro,-83,-9.0,1.0,15.0,-70.0,22559,166,D,C,A81B,9CBA,11016972,-88.0,-9.0
73,-8.386865,51.934827,30,12,5G pro,-79,-7.0,5.0,10.0,-70.0,21405,112,D,C,A81B,9CBA,11016972,-82.0,-5.0
74,-8.386865,51.934827,30,12,5G pro,-79,-7.0,5.0,10.0,-70.0,1,1,D,C,A81B,9CBA,11016972,-82.0,-5.0
75,-8.386865,51.934827,30,12,5G pro,-79,-7.0,5.0,10.0,-70.0,1,1,D,C,A81B,9CBA,11016972,-82.0,-5.0
76,-8.386865,51.934827,30,12,5G pro,-84,-8.0,3.0,14.0,-66.0,6907,117,D,C,A81B,9CBA,11016972,-85.0,-4.0
77,-8.386481,51.93394,40,12,5G pro,-85,-9.0,3.0,13.0,-70.0,14216,92,D,C,A81B,9CBA,11016972,-87.0,-4.0
78,-8.386481,51.93394,40,12,5G pro,-85,-9.0,3.0,13.0,-70.0,10088,89,D,C,A81B,9CBA,11016972,-87.0,-4.0
79,-8.386481,51.93394,40,12,5G pro,-85,-9.0,14.0,12.0,-72.0,10167,76,D,C,A81B,9CBA,11016972,-89.0,-8.0
80,-8.386481,51.93394,40,12,5G pro,-85,-9.0,14.0,14.0,-73.0,9839,84,D,C,A81B,9CBA,11016972,-89.0,-8.0
81,-8.386481,51.93394,40,12,5G pro,-87,-13.0,17.0,14.0,-73.0,10051,71,D,C,A81B,9CBA,11016972,-90.0,-6.0
82,-8.386481,51.93394,40,12,5G pro,-87,-13.0,17.0,13.0,-71.0,9280,81,D,C,A81B,9CBA,11016972,-90.0,-6.0
83,-8.386481,51.93394,40,12,5G pro,-87,-16.0,4.0,14.0,-75.0,7637,73,D,C,A81B,9CBA,11016972,-91.0,-7.0
84,-8.387501,51.933285,38,12,5G pro,-93,-11.0,11.0,10.0,-79.0,1988,14,D,C,A81B,9CBA,11016972,-95.0,-5.0
85,-8.387501,51.933285,38,12,5G pro,-93,-11.0,11.0,12.0,,1988,14,D,C,A81B,9CBA,11016972,-95.0,-5.0
86,-8.387501,51.933285,38,12,5G pro,-92,-11.0,-4.0,12.0,,1049,30,D,C,A81B,9CBA,11016972,-97.0,-16.0
87,-8.387501,51.933285,38,12,5G pro,-92,-11.0,-4.0,11.0,-81.0,16660,256,D,C,A81B,9CBA,11016972,-97.0,-16.0
88,-8.387501,51.933285,38,12,5G pro,-96,-10.0,10.0,11.0,-81.0,14908,144,D,C,A81B,9CBA,11016972,-99.0,-9.0
89,-8.387501,51.933285,38,12,5G pro,-96,-10.0,10.0,15.0,-78.0,9877,109,D,C,A81B,9CBA,11016972,-99.0,-9.0
90,-8.387501,51.933285,38,12,5G pro,-91,-9.0,12.0,11.0,,10116,93,D,C,A81B,9CBA,11016972,-95.0,-7.0
91,-8.388777000000001,51.932753000000005,40,12,5G pro,-93,-12.0,6.0,15.0,-75.0,11466,113,D,C,A81B,9CBA,11016972,-93.0,-7.0
92,-8.388777000000001,51.932753000000005,40,12,5G pro,-93,-12.0,6.0,15.0,-75.0,14350,112,D,C,A81B,9CBA,11016972,-93.0,-7.0
93,-8.388777000000001,51.932753000000005,40,12,5G pro,-94,-13.0,5.0,11.0,-79.0,12477,125,D,C,A81B,9CBA,11016972,-94.0,-5.0
94,-8.388777000000001,51.932753000000005,40,12,5G pro,-94,-13.0,5.0,11.0,-79.0,16733,106,D,C,A81B,9CBA,11016972,-94.0,-5.0
95,-8.388777000000001,51.932753000000005,40,12,5G pro,-96,-12.0,-4.0,11.0,-79.0,4194,40,D,C,A81B,9CBA,11016972,-97.0,-7.0
96,-8.388777000000001,51.932753000000005,40,12,5G pro,-94,-11.0,14.0,10.0,-77.0,2,2,D,C,A81B,9CBA,11016972,-94.0,-14.0
97,-8.388777000000001,51.932753000000005,40,12,5G pro,-94,-11.0,14.0,10.0,-77.0,2,2,D,C,A81B,9CBA,11016972,-94.0,-14.0
98,-8.388777000000001,51.932753000000005,40,12,5G pro,-94,-11.0,14.0,10.0,-77.0,10011,183,D,C,A81B,9CBA,11016972,-94.0,-14.0
99,-8.388777000000001,51.932753000000005,40,12,5G pro,-90,-10.0,4.0,10.0,-77.0,9879,113,D,C,A81B,9CBA,11016972,-95.0,-16.0
100,-8.388777000000001,51.932753000000005,40,12,5G pro,-90,-10.0,4.0,10.0,-77.0,8400,69,D,C,A81B,9CBA,11016972,-95.0,-16.0
101,-8.389837,51.932102,28,12,5G pro,-90,-10.0,4.0,13.0,-75.0,8400,69,D,C,A81B,9CBA,11016972,-95.0,-16.0
102,-8.389837,51.932102,28,12,5G pro,-90,-10.0,6.0,13.0,-75.0,14653,110,D,C,A81B,9CBA,11016972,-92.0,-9.0
103,-8.389837,51.932102,28,12,5G pro,-90,-10.0,6.0,11.0,-77.0,18414,147,D,C,A81B,9CBA,11016972,-92.0,-9.0
104,-8.389837,51.932102,28,12,5G pro,-91,-9.0,-9.0,11.0,,6132,97,D,C,A81B,9CBA,11016972,-92.0,-11.0
105,-8.389837,51.932102,28,12,5G pro,-91,-9.0,-9.0,11.0,,6499,83,D,C,A81B,9CBA,11016972,-92.0,-11.0
106,-8.389837,51.932102,28,12,5G pro,-83,-9.0,6.0,11.0,,13795,135,D,C,A81B,9CBA,11016972,-89.0,-14.0
107,-8.389837,51.932102,28,12,5G pro,-83,-9.0,6.0,11.0,,15658,124,D,C,A81B,9CBA,11016972,-89.0,-14.0
108,-8.389837,51.932102,28,12,5G pro,-83,-9.0,11.0,11.0,,21004,155,D,C,A81B,9CBA,11016972,-89.0,-15.0
109,-8.389837,51.932102,28,12,5G pro,-83,-9.0,11.0,11.0,,13581,124,D,C,A81B,9CBA,11016972,-89.0,-15.0
110,-8.389837,51.932102,28,12,5G pro,-83,-10.0,0.0,11.0,,0,0,D,C,A81B,9CBA,11016972,-90.0,-16.0
111,-8.389837,51.932102,28,12,5G pro,-83,-10.0,0.0,11.0,,0,0,D,C,A81B,9CBA,11016972,-90.0,-16.0
112,-8.389837,51.932102,28,12,5G pro,-83,-10.0,0.0,11.0,,7225,142,D,C,A81B,9CBA,11016972,-90.0,-16.0
113,-8.389837,51.932102,28,12,5G pro,-85,-9.0,-1.0,14.0,-73.0,13900,128,D,C,A81B,9CBA,11016972,-90.0,-17.0
114,-8.389837,51.932102,28,12,5G pro,-85,-9.0,-1.0,11.0,-75.0,15280,91,D,C,A81B,9CBA,11016972,-90.0,-17.0
115,-8.389837,51.932102,28,12,5G pro,-88,-9.0,1.0,14.0,-71.0,12689,71,D,C,A81B,9CBA,11016972,-92.0,-10.0
116,-8.389837,51.932102,28,12,5G pro,-88,-9.0,1.0,14.0,-75.0,14712,72,D,C,A81B,9CBA,11016972,-92.0,-10.0
117,-8.389837,51.932102,28,12,5G pro,-90,-9.0,1.0,15.0,-79.0,14460,123,D,C,A81B,9CBA,11016972,-93.0,-9.0
118,-8.389837,51.932102,28,12,5G pro,-90,-9.0,1.0,15.0,-77.0,15465,138,D,C,A81B,9CBA,11016972,-93.0,-9.0
119,-8.389837,51.932102,28,12,5G pro,-92,-15.0,5.0,12.0,-85.0,3884,57,D,C,A81B,9CBA,11016972,-94.0,-8.0
120,-8.389837,51.932102,28,12,5G pro,-92,-15.0,5.0,8.0,-80.0,4874,39,D,C,A81B,9CBA,11016972,-94.0,-8.0
121,-8.389837,51.932102,28,12,5G pro,-95,-11.0,10.0,14.0,-76.0,10762,91,D,C,A81B,9CBA,11016972,-94.0,-204.0
122,-8.391243,51.931736,53,12,5G pro,-95,-11.0,10.0,14.0,-69.0,18583,139,D,C,A81B,9CBA,11016972,-94.0,-204.0
123,-8.391243,51.931736,53,12,5G pro,-95,-11.0,7.0,11.0,-81.0,2317,16,D,C,A81B,9CBA,11016972,-98.0,-3.0
124,-8.391243,51.931736,53,12,5G pro,-95,-11.0,7.0,11.0,-81.0,2317,16,D,C,A81B,9CBA,11016972,-98.0,-3.0
125,-8.391243,51.931736,53,12,5G pro,-95,-11.0,7.0,11.0,-81.0,1010,21,D,C,A81B,9CBA,11016972,-98.0,-3.0
126,-8.391243,51.931736,53,12,5G pro,-94,-10.0,0.0,11.0,-81.0,736,15,D,C,A81B,9CBA,11016972,-95.0,-204.0
127,-8.391243,51.931736,53,12,5G pro,-94,-10.0,0.0,14.0,,11,0,D,C,A81B,9CBA,11016972,-95.0,-204.0
128,-8.391243,51.931736,53,12,5G pro,-98,-12.0,-1.0,14.0,-80.0,11,0,D,C,A81B,9CBA,11016972,-97.0,-204.0
129,-8.391243,51.931736,53,12,5G pro,-98,-12.0,-1.0,15.0,-75.0,0,0,I,C,A81B,9CBA,11016972,-97.0,-204.0
130,-8.392812,51.931551,54,12,5G pro,-98,-12.0,-1.0,15.0,-75.0,0,0,I,C,A81B,9CBA,11016972,-97.0,-204.0
131,-8.392812,51.931551,54,12,5G pro,-95,-12.0,0.0,12.0,-72.0,3095,91,D,C,A81B,9CBA,11016972,-96.0,-12.0
132,-8.392812,51.931551,54,12,5G pro,-95,-12.0,0.0,14.0,-82.0,20980,226,D,C,A81B,9CBA,11016972,-96.0,-12.0
133,-8.392812,51.931551,54,12,5G pro,-90,-12.0,-3.0,14.0,-82.0,22038,155,D,C,A81B,9CBA,11016972,-91.0,-10.0
134,-8.392812,51.931551,54,12,5G pro,-90,-12.0,-3.0,6.0,-84.0,13278,113,D,C,A81B,9CBA,11016972,-91.0,-10.0
135,-8.392812,51.931551,54,13,5G pro,-96,-12.0,-3.0,11.0,-79.0,11287,98,D,D,A81B,9CBA,11016973,-98.0,-4.0
136,-8.392812,51.931551,54,13,5G pro,-96,-12.0,-3.0,8.0,-82.0,13442,131,D,D,A81B,9CBA,11016973,-98.0,-4.0
137,-8.392812,51.931551,54,13,5G pro,-98,-11.0,0.0,9.0,-80.0,10116,82,D,D,A81B,9CBA,11016973,-97.0,-16.0
138,-8.392812,51.931551,54,13,5G pro,-98,-11.0,0.0,9.0,-80.0,1,2,D,D,A81B,9CBA,11016973,-97.0,-16.0
139,-8.392812,51.931551,54,13,5G pro,-98,-11.0,0.0,9.0,-80.0,1,2,D,D,A81B,9CBA,11016973,-97.0,-16.0
140,-8.392812,51.931551,54,13,5G pro,-97,-11.0,5.0,9.0,-80.0,12260,185,D,D,A81B,9CBA,11016973,-95.0,-10.0
141,-8.392812,51.931551,54,13,5G pro,-97,-11.0,5.0,15.0,-77.0,18127,64,D,D,A81B,9CBA,11016973,-95.0,-10.0
142,-8.392812,51.931551,54,13,5G pro,-101,-11.0,0.0,15.0,-81.0,14601,83,D,D,A81B,9CBA,11016973,-98.0,-6.0
143,-8.392812,51.931551,54,13,5G pro,-101,-11.0,0.0,11.0,-79.0,10295,75,D,D,A81B,9CBA,11016973,-98.0,-6.0
144,-8.392812,51.931551,54,13,5G pro,-97,-10.0,-7.0,13.0,-76.0,13936,93,D,D,A81B,9CBA,11016973,-95.0,-5.0
145,-8.392812,51.931551,54,13,5G pro,-97,-10.0,-7.0,13.0,-76.0,16191,89,D,D,A81B,9CBA,11016973,-95.0,-5.0
146,-8.392812,51.931551,54,13,5G pro,-98,-13.0,7.0,13.0,-76.0,12725,105,D,D,A81B,9CBA,11016973,-95.0,-6.0
147,-8.392812,51.931551,54,13,5G pro,-98,-13.0,7.0,13.0,-76.0,10860,78,D,D,A81B,9CBA,11016973,-95.0,-6.0
148,-8.394250999999999,51.931388,23,13,5G pro,-98,-13.0,7.0,13.0,-76.0,10860,78,D,D,A81B,9CBA,11016973,-95.0,-6.0
149,-8.394250999999999,51.931388,23,13,5G pro,-97,-10.0,7.0,13.0,-76.0,9120,85,D,D,A81B,9CBA,11016973,-94.0,-3.0
150,-8.394250999999999,51.931388,23,13,5G pro,-97,-10.0,7.0,13.0,-76.0,8348,85,D,D,A81B,9CBA,11016973,-94.0,-3.0
151,-8.394250999999999,51.931388,23,13,5G pro,-93,-9.0,17.0,13.0,-76.0,9342,67,D,D,A81B,9CBA,11016973,-91.0,-2.0
152,-8.394250999999999,51.931388,23,13,5G pro,-93,-9.0,17.0,13.0,-72.0,0,1,D,D,A81B,9CBA,11016973,-91.0,-2.0
153,-8.394250999999999,51.931388,23,13,5G pro,-93,-9.0,17.0,14.0,-74.0,0,1,D,D,A81B,9CBA,11016973,-91.0,-2.0
154,-8.394250999999999,51.931388,23,13,5G pro,-89,-11.0,0.0,14.0,-74.0,4416,95,D,D,A81B,9CBA,11016973,-91.0,-1.0
155,-8.394250999999999,51.931388,23,13,5G pro,-89,-11.0,0.0,14.0,-74.0,15197,208,D,D,A81B,9CBA,11016973,-91.0,-1.0
156,-8.394250999999999,51.931388,23,13,5G pro,-91,-11.0,0.0,14.0,-74.0,20610,132,D,D,A81B,9CBA,11016973,-91.0,-3.0
157,-8.394250999999999,51.931388,23,13,5G pro,-91,-11.0,0.0,15.0,,20032,168,D,D,A81B,9CBA,11016973,-91.0,-3.0
158,-8.394250999999999,51.931388,23,13,5G pro,-92,-16.0,1.0,12.0,-72.0,10117,102,D,D,A81B,9CBA,11016973,-92.0,-13.0
159,-8.394250999999999,51.931388,23,13,5G pro,-92,-16.0,1.0,12.0,-75.0,6009,81,D,D,A81B,9CBA,11016973,-92.0,-13.0
160,-8.394250999999999,51.931388,23,13,5G pro,-92,-13.0,13.0,14.0,-73.0,11223,109,D,D,A81B,9CBA,11016973,-90.0,-1.0
161,-8.394250999999999,51.931388,23,13,5G pro,-92,-13.0,13.0,14.0,-73.0,18634,138,D,D,A81B,9CBA,11016973,-90.0,-1.0
162,-8.394250999999999,51.931388,23,13,5G pro,-89,-12.0,7.0,14.0,-73.0,20779,189,D,D,A81B,9CBA,11016973,-90.0,-2.0
163,-8.394250999999999,51.931388,23,13,5G pro,-89,-12.0,7.0,9.0,-75.0,24135,169,D,D,A81B,9CBA,11016973,-90.0,-2.0
164,-8.394250999999999,51.931388,23,13,5G pro,-81,-10.0,-6.0,14.0,-76.0,29461,194,D,D,A81B,9CBA,11016973,-83.0,0.0
165,-8.394250999999999,51.931388,23,13,5G pro,-81,-10.0,-6.0,14.0,-76.0,4830,52,D,D,A81B,9CBA,11016973,-83.0,0.0
166,-8.394250999999999,51.931388,23,13,5G pro,-81,-10.0,-6.0,12.0,-70.0,4830,52,D,D,A81B,9CBA,11016973,-83.0,0.0
167,-8.394250999999999,51.931388,23,13,5G pro,-89,-14.0,-6.0,15.0,-68.0,638,15,D,D,A81B,9CBA,11016973,-87.0,-1.0
168,-8.394250999999999,51.931388,23,13,5G pro,-89,-14.0,-6.0,13.0,-70.0,27378,315,D,D,A81B,9CBA,11016973,-87.0,-1.0
169,-8.394250999999999,51.931388,23,13,5G pro,-90,-13.0,-2.0,15.0,-72.0,13992,133,D,D,A81B,9CBA,11016973,-89.0,-3.0
170,-8.394250999999999,51.931388,23,13,5G pro,-90,-13.0,-2.0,15.0,-70.0,14333,112,D,D,A81B,9CBA,11016973,-89.0,-3.0
171,-8.394250999999999,51.931388,23,13,5G pro,-87,-11.0,14.0,14.0,-74.0,17089,133,D,D,A81B,9CBA,11016973,-91.0,-2.0
172,-8.394250999999999,51.931388,23,13,5G pro,-87,-11.0,14.0,14.0,-66.0,23267,152,D,D,A81B,9CBA,11016973,-91.0,-2.0
173,-8.395176,51.930651,14,13,5G pro,-87,-11.0,14.0,14.0,-66.0,23267,152,D,D,A81B,9CBA,11016973,-91.0,-2.0
174,-8.395176,51.930651,14,13,5G pro,-87,-10.0,2.0,12.0,-69.0,28404,160,D,D,A81B,9CBA,11016973,-86.0,-2.0
175,-8.395176,51.930651,14,13,5G pro,-87,-10.0,2.0,12.0,-69.0,28254,177,D,D,A81B,9CBA,11016973,-86.0,-2.0
176,-8.395176,51.930651,14,13,5G pro,-82,-17.0,7.0,14.0,-64.0,22626,172,D,D,A81B,9CBA,11016973,-84.0,-20.0
177,-8.395176,51.930651,14,13,5G pro,-82,-17.0,7.0,14.0,-60.0,26336,146,D,D,A81B,9CBA,11016973,-84.0,-20.0
178,-8.395176,51.930651,14,13,5G pro,-80,-12.0,16.0,15.0,-64.0,12781,194,D,D,A81B,9CBA,11016973,-79.0,0.0
179,-8.395176,51.930651,14,13,5G pro,-80,-12.0,16.0,14.0,-67.0,3942,45,D,D,A81B,9CBA,11016973,-79.0,0.0
180,-8.395176,51.930651,14,13,5G pro,-81,-15.0,-2.0,15.0,-65.0,2,2,D,D,A81B,9CBA,11016973,-83.0,-3.0
181,-8.395176,51.930651,14,13,5G pro,-81,-15.0,-2.0,15.0,-65.0,2,2,D,D,A81B,9CBA,11016973,-83.0,-3.0
182,-8.395176,51.930651,14,13,5G pro,-81,-15.0,-2.0,15.0,-65.0,21968,371,D,D,A81B,9CBA,11016973,-83.0,-3.0
183,-8.395176,51.930651,14,13,5G pro,-84,-12.0,-6.0,14.0,-62.0,20504,153,D,D,A81B,9CBA,11016973,-75.0,0.0
